,Month_Year,State,County,value,PR_State
11397,2020-07-01,NV,Mineral,0,US
11398,2020-07-01,NV,Nye,135,US
11399,2020-07-01,NV,Pershing,0,US
11400,2020-07-01,NV,Storey,0,US
11401,2020-07-01,NV,Washoe,2961,US
11402,2020-07-01,NV,White Pine,17,US
11403,2020-07-01,NY,Albany,3424,PR
11404,2020-07-01,NY,Allegany,62,PR
11405,2020-07-01,NY,Bronx,149017,PR
11406,2020-07-01,NY,Broome,1988,PR
11407,2020-07-01,NY,Cattaraugus,186,PR
11408,2020-07-01,NY,Cayuga,62,PR
11409,2020-07-01,NY,Chautauqua,98,PR
11410,2020-07-01,NY,Chemung,93,PR
11411,2020-07-01,NY,Chenango,186,PR
11412,2020-07-01,NY,Clinton,124,PR
11413,2020-07-01,NY,Columbia,1457,PR
11414,2020-07-01,NY,Cortland,31,PR
11415,2020-07-01,NY,Delaware,124,PR
11416,2020-07-01,NY,Dutchess,4723,PR
11417,2020-07-01,NY,Erie,18042,PR
11418,2020-07-01,NY,Essex,0,PR
11419,2020-07-01,NY,Franklin,15,PR
11420,2020-07-01,NY,Fulton,823,PR
11421,2020-07-01,NY,Genesee,176,PR
11422,2020-07-01,NY,Greene,403,PR
11423,2020-07-01,NY,Hamilton,31,PR
11424,2020-07-01,NY,Herkimer,96,PR
11425,2020-07-01,NY,Jefferson,0,PR
11426,2020-07-01,NY,Kings,222778,PR
11427,2020-07-01,NY,Lewis,155,PR
11428,2020-07-01,NY,Livingston,124,PR
11429,2020-07-01,NY,Madison,279,PR
11430,2020-07-01,NY,Monroe,7680,PR
11431,2020-07-01,NY,Montgomery,124,PR
11432,2020-07-01,NY,Nassau,67902,PR
11433,2020-07-01,NY,New York,96887,PR
11434,2020-07-01,NY,Niagara,2669,PR
11435,2020-07-01,NY,Oneida,3342,PR
11436,2020-07-01,NY,Onondaga,5226,PR
11437,2020-07-01,NY,Ontario,823,PR
11438,2020-07-01,NY,Orange,12540,PR
11439,2020-07-01,NY,Orleans,1698,PR
11440,2020-07-01,NY,Oswego,93,PR
11441,2020-07-01,NY,Otsego,124,PR
11442,2020-07-01,NY,Putnam,1953,PR
11443,2020-07-01,NY,Queens,220768,PR
11444,2020-07-01,NY,Rensselaer,1045,PR
11445,2020-07-01,NY,Richmond,33150,PR
11446,2020-07-01,NY,Rockland,15695,PR
11447,2020-07-01,NY,Saratoga,465,PR
11448,2020-07-01,NY,Schenectady,1128,PR
11449,2020-07-01,NY,Schoharie,62,PR
11450,2020-07-01,NY,Schuyler,0,PR
11451,2020-07-01,NY,Seneca,31,PR
11452,2020-07-01,NY,St. Lawrence,111,PR
11453,2020-07-01,NY,Steuben,899,PR
11454,2020-07-01,NY,Suffolk,61732,PR
11455,2020-07-01,NY,Sullivan,1121,PR
11456,2020-07-01,NY,Tioga,615,PR
11457,2020-07-01,NY,Tompkins,0,PR
11458,2020-07-01,NY,Ulster,2511,PR
11459,2020-07-01,NY,Warren,930,PR
11460,2020-07-01,NY,Washington,434,PR
11461,2020-07-01,NY,Wayne,62,PR
11462,2020-07-01,NY,Westchester,44517,PR
11463,2020-07-01,NY,Wyoming,155,PR
11464,2020-07-01,NY,Yates,186,PR
11465,2020-07-01,OH,Adams,50,PR
11466,2020-07-01,OH,Allen,1268,PR
11467,2020-07-01,OH,Ashland,80,PR
11468,2020-07-01,OH,Ashtabula,1365,PR
11469,2020-07-01,OH,Athens,31,PR
11470,2020-07-01,OH,Auglaize,135,PR
11471,2020-07-01,OH,Belmont,743,PR
11472,2020-07-01,OH,Brown,31,PR
11473,2020-07-01,OH,Butler,1543,PR
11474,2020-07-01,OH,Carroll,110,PR
11475,2020-07-01,OH,Champaign,31,PR
11476,2020-07-01,OH,Clark,325,PR
11477,2020-07-01,OH,Clermont,240,PR
11478,2020-07-01,OH,Clinton,71,PR
11479,2020-07-01,OH,Columbiana,1868,PR
11480,2020-07-01,OH,Coshocton,112,PR
11481,2020-07-01,OH,Crawford,159,PR
11482,2020-07-01,OH,Cuyahoga,12785,PR
11483,2020-07-01,OH,Darke,801,PR
11484,2020-07-01,OH,Defiance,104,PR
11485,2020-07-01,OH,Delaware,483,PR
11486,2020-07-01,OH,Erie,700,PR
11487,2020-07-01,OH,Fairfield,552,PR
11488,2020-07-01,OH,Fayette,0,PR
11489,2020-07-01,OH,Franklin,14212,PR
11490,2020-07-01,OH,Fulton,1,PR
11491,2020-07-01,OH,Gallia,31,PR
11492,2020-07-01,OH,Geauga,1323,PR
11493,2020-07-01,OH,Greene,301,PR
11494,2020-07-01,OH,Guernsey,136,PR
11495,2020-07-01,OH,Hamilton,6649,PR
11496,2020-07-01,OH,Hancock,44,PR
11497,2020-07-01,OH,Hardin,372,PR
11498,2020-07-01,OH,Harrison,31,PR
11499,2020-07-01,OH,Henry,4,PR
11500,2020-07-01,OH,Highland,31,PR
11501,2020-07-01,OH,Hocking,262,PR
11502,2020-07-01,OH,Holmes,139,PR
11503,2020-07-01,OH,Huron,82,PR
11504,2020-07-01,OH,Jackson,0,PR
11505,2020-07-01,OH,Jefferson,63,PR
11506,2020-07-01,OH,Knox,43,PR
11507,2020-07-01,OH,Lake,729,PR
11508,2020-07-01,OH,Lawrence,0,PR
11509,2020-07-01,OH,Licking,534,PR
11510,2020-07-01,OH,Logan,31,PR
11511,2020-07-01,OH,Lorain,2207,PR
11512,2020-07-01,OH,Lucas,9510,PR
11513,2020-07-01,OH,Madison,274,PR
11514,2020-07-01,OH,Mahoning,7448,PR
11515,2020-07-01,OH,Marion,1230,PR
11516,2020-07-01,OH,Medina,995,PR
11517,2020-07-01,OH,Meigs,0,PR
11518,2020-07-01,OH,Mercer,321,PR
11519,2020-07-01,OH,Miami,1000,PR
11520,2020-07-01,OH,Monroe,528,PR
11521,2020-07-01,OH,Montgomery,1321,PR
11522,2020-07-01,OH,Morgan,0,PR
11523,2020-07-01,OH,Morrow,35,PR
11524,2020-07-01,OH,Muskingum,31,PR
11525,2020-07-01,OH,Noble,0,PR
11526,2020-07-01,OH,Ottawa,740,PR
11527,2020-07-01,OH,Paulding,2,PR
11528,2020-07-01,OH,Perry,31,PR
11529,2020-07-01,OH,Pickaway,1290,PR
11530,2020-07-01,OH,Pike,0,PR
11531,2020-07-01,OH,Portage,1829,PR
11532,2020-07-01,OH,Preble,41,PR
11533,2020-07-01,OH,Putnam,484,PR
11534,2020-07-01,OH,Richland,213,PR
11535,2020-07-01,OH,Ross,115,PR
11536,2020-07-01,OH,Sandusky,460,PR
11537,2020-07-01,OH,Scioto,4,PR
11538,2020-07-01,OH,Seneca,66,PR
11539,2020-07-01,OH,Shelby,124,PR
11540,2020-07-01,OH,Stark,3664,PR
11541,2020-07-01,OH,Summit,6517,PR
11542,2020-07-01,OH,Trumbull,2518,PR
11543,2020-07-01,OH,Tuscarawas,334,PR
11544,2020-07-01,OH,Union,31,PR
11545,2020-07-01,OH,Van Wert,22,PR
11546,2020-07-01,OH,Vinton,62,PR
11547,2020-07-01,OH,Warren,835,PR
11548,2020-07-01,OH,Washington,633,PR
11549,2020-07-01,OH,Wayne,1707,PR
11550,2020-07-01,OH,Williams,76,PR
11551,2020-07-01,OH,Wood,1642,PR
11552,2020-07-01,OH,Wyandot,156,PR
11553,2020-07-01,OK,Adair,131,US
11554,2020-07-01,OK,Alfalfa,0,US
11555,2020-07-01,OK,Atoka,0,US
11556,2020-07-01,OK,Beaver,0,US
11557,2020-07-01,OK,Beckham,0,US
11558,2020-07-01,OK,Blaine,0,US
11559,2020-07-01,OK,Bryan,31,US
11560,2020-07-01,OK,Caddo,354,US
11561,2020-07-01,OK,Canadian,111,US
11562,2020-07-01,OK,Carter,70,US
11563,2020-07-01,OK,Cherokee,31,US
11564,2020-07-01,OK,Choctaw,31,US
11565,2020-07-01,OK,Cimarron,0,US
11566,2020-07-01,OK,Cleveland,1266,US
11567,2020-07-01,OK,Coal,0,US
11568,2020-07-01,OK,Comanche,259,US
11569,2020-07-01,OK,Cotton,62,US
11570,2020-07-01,OK,Craig,0,US
11571,2020-07-01,OK,Creek,278,US
11572,2020-07-01,OK,Custer,1,US
11573,2020-07-01,OK,Delaware,549,US
11574,2020-07-01,OK,Dewey,0,US
11575,2020-07-01,OK,Ellis,0,US
11576,2020-07-01,OK,Garfield,73,US
11577,2020-07-01,OK,Garvin,85,US
11578,2020-07-01,OK,Grady,164,US
11579,2020-07-01,OK,Grant,0,US
11580,2020-07-01,OK,Greer,217,US
11581,2020-07-01,OK,Harmon,0,US
11582,2020-07-01,OK,Harper,0,US
11583,2020-07-01,OK,Haskell,0,US
11584,2020-07-01,OK,Hughes,15,US
11585,2020-07-01,OK,Jackson,93,US
11586,2020-07-01,OK,Jefferson,0,US
11587,2020-07-01,OK,Johnston,0,US
11588,2020-07-01,OK,Kay,262,US
11589,2020-07-01,OK,Kingfisher,0,US
11590,2020-07-01,OK,Kiowa,31,US
11591,2020-07-01,OK,Latimer,31,US
11592,2020-07-01,OK,Le Flore,31,US
11593,2020-07-01,OK,Lincoln,62,US
11594,2020-07-01,OK,Logan,31,US
11595,2020-07-01,OK,Love,0,US
11596,2020-07-01,OK,Major,31,US
11597,2020-07-01,OK,Marshall,0,US
11598,2020-07-01,OK,Mayes,157,US
11599,2020-07-01,OK,McClain,124,US
11600,2020-07-01,OK,McCurtain,422,US
11601,2020-07-01,OK,McIntosh,31,US
11602,2020-07-01,OK,Murray,0,US
11603,2020-07-01,OK,Muskogee,431,US
11604,2020-07-01,OK,Noble,40,US
11605,2020-07-01,OK,Nowata,31,US
11606,2020-07-01,OK,Okfuskee,0,US
11607,2020-07-01,OK,Oklahoma,2451,US
11608,2020-07-01,OK,Okmulgee,5,US
11609,2020-07-01,OK,Osage,275,US
11610,2020-07-01,OK,Ottawa,62,US
11611,2020-07-01,OK,Pawnee,85,US
11612,2020-07-01,OK,Payne,57,US
11613,2020-07-01,OK,Pittsburg,93,US
11614,2020-07-01,OK,Pontotoc,62,US
11615,2020-07-01,OK,Pottawatomie,150,US
11616,2020-07-01,OK,Pushmataha,0,US
11617,2020-07-01,OK,Roger Mills,0,US
11618,2020-07-01,OK,Rogers,279,US
11619,2020-07-01,OK,Seminole,118,US
11620,2020-07-01,OK,Sequoyah,96,US
11621,2020-07-01,OK,Stephens,35,US
11622,2020-07-01,OK,Texas,201,US
11623,2020-07-01,OK,Tillman,31,US
11624,2020-07-01,OK,Tulsa,2523,US
11625,2020-07-01,OK,Wagoner,603,US
11626,2020-07-01,OK,Washington,1209,US
11627,2020-07-01,OK,Washita,0,US
11628,2020-07-01,OK,Woods,0,US
11629,2020-07-01,OK,Woodward,0,US
11630,2020-07-01,OR,Baker,0,US
11631,2020-07-01,OR,Benton,179,US
11632,2020-07-01,OR,Clackamas,919,US
11633,2020-07-01,OR,Clatsop,0,US
11634,2020-07-01,OR,Columbia,0,US
11635,2020-07-01,OR,Coos,0,US
11636,2020-07-01,OR,Crook,23,US
11637,2020-07-01,OR,Curry,0,US
11638,2020-07-01,OR,Deschutes,43,US
11639,2020-07-01,OR,Douglas,17,US
11640,2020-07-01,OR,Gilliam,0,US
11641,2020-07-01,OR,Grant,0,US
11642,2020-07-01,OR,Harney,0,US
11643,2020-07-01,OR,Hood River,0,US
11644,2020-07-01,OR,Jackson,3,US
11645,2020-07-01,OR,Jefferson,12,US
11646,2020-07-01,OR,Josephine,31,US
11647,2020-07-01,OR,Klamath,30,US
11648,2020-07-01,OR,Lake,0,US
11649,2020-07-01,OR,Lane,93,US
11650,2020-07-01,OR,Lincoln,189,US
11651,2020-07-01,OR,Linn,304,US
11652,2020-07-01,OR,Malheur,130,US
11653,2020-07-01,OR,Marion,1768,US
11654,2020-07-01,OR,Morrow,34,US
11655,2020-07-01,OR,Multnomah,2336,US
11656,2020-07-01,OR,Polk,372,US
11657,2020-07-01,OR,Sherman,0,US
11658,2020-07-01,OR,Tillamook,0,US
11659,2020-07-01,OR,Umatilla,318,US
11660,2020-07-01,OR,Union,53,US
11661,2020-07-01,OR,Wallowa,14,US
11662,2020-07-01,OR,Wasco,64,US
11663,2020-07-01,OR,Washington,651,US
11664,2020-07-01,OR,Wheeler,0,US
11665,2020-07-01,OR,Yamhill,277,US
11666,2020-07-01,PA,Adams,465,PR
11667,2020-07-01,PA,Allegheny,6321,PR
11668,2020-07-01,PA,Armstrong,186,PR
11669,2020-07-01,PA,Beaver,2510,PR
11670,2020-07-01,PA,Bedford,124,PR
11671,2020-07-01,PA,Berks,11112,PR
11672,2020-07-01,PA,Blair,43,PR
11673,2020-07-01,PA,Bradford,93,PR
11674,2020-07-01,PA,Bucks,17728,PR
11675,2020-07-01,PA,Butler,417,PR
11676,2020-07-01,PA,Cambria,93,PR
11677,2020-07-01,PA,Cameron,0,PR
11678,2020-07-01,PA,Carbon,847,PR
11679,2020-07-01,PA,Centre,264,PR
11680,2020-07-01,PA,Chester,10372,PR
11681,2020-07-01,PA,Clarion,62,PR
11682,2020-07-01,PA,Clearfield,0,PR
11683,2020-07-01,PA,Clinton,143,PR
11684,2020-07-01,PA,Columbia,1078,PR
11685,2020-07-01,PA,Crawford,24,PR
11686,2020-07-01,PA,Cumberland,2081,PR
11687,2020-07-01,PA,Dauphin,4592,PR
11688,2020-07-01,PA,Delaware,20793,PR
11689,2020-07-01,PA,Elk,29,PR
11690,2020-07-01,PA,Erie,410,PR
11691,2020-07-01,PA,Fayette,124,PR
11692,2020-07-01,PA,Forest,0,PR
11693,2020-07-01,PA,Franklin,1410,PR
11694,2020-07-01,PA,Fulton,39,PR
11695,2020-07-01,PA,Greene,0,PR
11696,2020-07-01,PA,Huntingdon,124,PR
11697,2020-07-01,PA,Indiana,186,PR
11698,2020-07-01,PA,Jefferson,31,PR
11699,2020-07-01,PA,Juniata,186,PR
11700,2020-07-01,PA,Lackawanna,6510,PR
11701,2020-07-01,PA,Lancaster,11978,PR
11702,2020-07-01,PA,Lawrence,295,PR
11703,2020-07-01,PA,Lebanon,1542,PR
11704,2020-07-01,PA,Lehigh,10059,PR
11705,2020-07-01,PA,Luzerne,5606,PR
11706,2020-07-01,PA,Lycoming,619,PR
11707,2020-07-01,PA,McKean,31,PR
11708,2020-07-01,PA,Mercer,224,PR
11709,2020-07-01,PA,Mifflin,31,PR
11710,2020-07-01,PA,Monroe,3565,PR
11711,2020-07-01,PA,Montgomery,25744,PR
11712,2020-07-01,PA,Montour,70,PR
11713,2020-07-01,PA,Northampton,8731,PR
11714,2020-07-01,PA,Northumberland,294,PR
11715,2020-07-01,PA,Perry,155,PR
11716,2020-07-01,PA,Philadelphia,51076,PR
11717,2020-07-01,PA,Pike,649,PR
11718,2020-07-01,PA,Potter,0,PR
11719,2020-07-01,PA,Schuylkill,1466,PR
11720,2020-07-01,PA,Snyder,62,PR
11721,2020-07-01,PA,Somerset,39,PR
11722,2020-07-01,PA,Sullivan,0,PR
11723,2020-07-01,PA,Susquehanna,786,PR
11724,2020-07-01,PA,Tioga,62,PR
11725,2020-07-01,PA,Union,62,PR
11726,2020-07-01,PA,Venango,0,PR
11727,2020-07-01,PA,Warren,30,PR
11728,2020-07-01,PA,Washington,246,PR
11729,2020-07-01,PA,Wayne,255,PR
11730,2020-07-01,PA,Westmoreland,1252,PR
11731,2020-07-01,PA,Wyoming,221,PR
11732,2020-07-01,PA,York,2106,PR
11733,2020-07-01,RI,Bristol,417,US
11734,2020-07-01,RI,Kent,2927,US
11735,2020-07-01,RI,Newport,112,US
11736,2020-07-01,RI,Providence,22990,US
11737,2020-07-01,RI,Washington,1833,US
11738,2020-07-01,SC,Abbeville,49,US
11739,2020-07-01,SC,Aiken,433,US
11740,2020-07-01,SC,Allendale,93,US
11741,2020-07-01,SC,Anderson,745,US
11742,2020-07-01,SC,Bamberg,130,US
11743,2020-07-01,SC,Barnwell,44,US
11744,2020-07-01,SC,Beaufort,815,US
11745,2020-07-01,SC,Berkeley,1078,US
11746,2020-07-01,SC,Calhoun,44,US
11747,2020-07-01,SC,Charleston,2495,US
11748,2020-07-01,SC,Cherokee,340,US
11749,2020-07-01,SC,Chester,146,US
11750,2020-07-01,SC,Chesterfield,507,US
11751,2020-07-01,SC,Clarendon,1426,US
11752,2020-07-01,SC,Colleton,793,US
11753,2020-07-01,SC,Darlington,638,US
11754,2020-07-01,SC,Dillon,500,US
11755,2020-07-01,SC,Dorchester,456,US
11756,2020-07-01,SC,Edgefield,123,US
11757,2020-07-01,SC,Fairfield,695,US
11758,2020-07-01,SC,Florence,2050,US
11759,2020-07-01,SC,Georgetown,305,US
11760,2020-07-01,SC,Greenville,3734,US
11761,2020-07-01,SC,Greenwood,277,US
11762,2020-07-01,SC,Hampton,113,US
11763,2020-07-01,SC,Horry,2499,US
11764,2020-07-01,SC,Jasper,132,US
11765,2020-07-01,SC,Kershaw,570,US
11766,2020-07-01,SC,Lancaster,455,US
11767,2020-07-01,SC,Laurens,518,US
11768,2020-07-01,SC,Lee,728,US
11769,2020-07-01,SC,Lexington,2120,US
11770,2020-07-01,SC,Marion,312,US
11771,2020-07-01,SC,Marlboro,124,US
11772,2020-07-01,SC,McCormick,62,US
11773,2020-07-01,SC,Newberry,159,US
11774,2020-07-01,SC,Oconee,61,US
11775,2020-07-01,SC,Orangeburg,946,US
11776,2020-07-01,SC,Pickens,340,US
11777,2020-07-01,SC,Richland,3261,US
11778,2020-07-01,SC,Saluda,89,US
11779,2020-07-01,SC,Spartanburg,1917,US
11780,2020-07-01,SC,Sumter,971,US
11781,2020-07-01,SC,Union,13,US
11782,2020-07-01,SC,Williamsburg,528,US
11783,2020-07-01,SC,York,495,US
11784,2020-07-01,SD,Aurora,0,US
11785,2020-07-01,SD,Beadle,251,US
11786,2020-07-01,SD,Bennett,0,US
11787,2020-07-01,SD,Bon Homme,0,US
11788,2020-07-01,SD,Brookings,0,US
11789,2020-07-01,SD,Brown,68,US
11790,2020-07-01,SD,Brule,0,US
11791,2020-07-01,SD,Buffalo,88,US
11792,2020-07-01,SD,Butte,17,US
11793,2020-07-01,SD,Campbell,0,US
11794,2020-07-01,SD,Charles Mix,0,US
11795,2020-07-01,SD,Clark,0,US
11796,2020-07-01,SD,Clay,0,US
11797,2020-07-01,SD,Codington,0,US
11798,2020-07-01,SD,Corson,0,US
11799,2020-07-01,SD,Custer,0,US
11800,2020-07-01,SD,Davison,0,US
11801,2020-07-01,SD,Day,0,US
11802,2020-07-01,SD,Deuel,0,US
11803,2020-07-01,SD,Dewey,0,US
11804,2020-07-01,SD,Douglas,0,US
11805,2020-07-01,SD,Edmunds,0,US
11806,2020-07-01,SD,Fall River,0,US
11807,2020-07-01,SD,Faulk,31,US
11808,2020-07-01,SD,Grant,0,US
11809,2020-07-01,SD,Gregory,0,US
11810,2020-07-01,SD,Haakon,0,US
11811,2020-07-01,SD,Hamlin,0,US
11812,2020-07-01,SD,Hand,0,US
11813,2020-07-01,SD,Hanson,0,US
11814,2020-07-01,SD,Harding,0,US
11815,2020-07-01,SD,Hughes,44,US
11816,2020-07-01,SD,Hutchinson,0,US
11817,2020-07-01,SD,Hyde,0,US
11818,2020-07-01,SD,Jackson,31,US
11819,2020-07-01,SD,Jerauld,31,US
11820,2020-07-01,SD,Jones,0,US
11821,2020-07-01,SD,Kingsbury,0,US
11822,2020-07-01,SD,Lake,40,US
11823,2020-07-01,SD,Lawrence,0,US
11824,2020-07-01,SD,Lincoln,34,US
11825,2020-07-01,SD,Lyman,32,US
11826,2020-07-01,SD,Marshall,0,US
11827,2020-07-01,SD,McCook,31,US
11828,2020-07-01,SD,McPherson,0,US
11829,2020-07-01,SD,Meade,31,US
11830,2020-07-01,SD,Mellette,0,US
11831,2020-07-01,SD,Miner,0,US
11832,2020-07-01,SD,Minnehaha,1877,US
11833,2020-07-01,SD,Moody,0,US
11834,2020-07-01,SD,Oglala Lakota,16,US
11835,2020-07-01,SD,Pennington,672,US
11836,2020-07-01,SD,Perkins,0,US
11837,2020-07-01,SD,Potter,0,US
11838,2020-07-01,SD,Roberts,3,US
11839,2020-07-01,SD,Sanborn,0,US
11840,2020-07-01,SD,Spink,0,US
11841,2020-07-01,SD,Stanley,0,US
11842,2020-07-01,SD,Sully,0,US
11843,2020-07-01,SD,Todd,76,US
11844,2020-07-01,SD,Tripp,0,US
11845,2020-07-01,SD,Turner,0,US
11846,2020-07-01,SD,Union,50,US
11847,2020-07-01,SD,Walworth,0,US
11848,2020-07-01,SD,Yankton,44,US
11849,2020-07-01,SD,Ziebach,0,US
11850,2020-07-01,TN,Anderson,84,US
11851,2020-07-01,TN,Bedford,269,US
11852,2020-07-01,TN,Benton,31,US
11853,2020-07-01,TN,Bledsoe,31,US
11854,2020-07-01,TN,Blount,147,US
11855,2020-07-01,TN,Bradley,193,US
11856,2020-07-01,TN,Campbell,31,US
11857,2020-07-01,TN,Cannon,0,US
11858,2020-07-01,TN,Carroll,47,US
11859,2020-07-01,TN,Carter,65,US
11860,2020-07-01,TN,Cheatham,94,US
11861,2020-07-01,TN,Chester,2,US
11862,2020-07-01,TN,Claiborne,0,US
11863,2020-07-01,TN,Clay,0,US
11864,2020-07-01,TN,Cocke,16,US
11865,2020-07-01,TN,Coffee,2,US
11866,2020-07-01,TN,Crockett,93,US
11867,2020-07-01,TN,Cumberland,156,US
11868,2020-07-01,TN,Davidson,4857,US
11869,2020-07-01,TN,DeKalb,13,US
11870,2020-07-01,TN,Decatur,2,US
11871,2020-07-01,TN,Dickson,5,US
11872,2020-07-01,TN,Dyer,107,US
11873,2020-07-01,TN,Fayette,171,US
11874,2020-07-01,TN,Fentress,0,US
11875,2020-07-01,TN,Franklin,95,US
11876,2020-07-01,TN,Gibson,32,US
11877,2020-07-01,TN,Giles,85,US
11878,2020-07-01,TN,Grainger,0,US
11879,2020-07-01,TN,Greene,95,US
11880,2020-07-01,TN,Grundy,55,US
11881,2020-07-01,TN,Hamblen,189,US
11882,2020-07-01,TN,Hamilton,1207,US
11883,2020-07-01,TN,Hancock,5,US
11884,2020-07-01,TN,Hardeman,198,US
11885,2020-07-01,TN,Hardin,215,US
11886,2020-07-01,TN,Hawkins,66,US
11887,2020-07-01,TN,Haywood,101,US
11888,2020-07-01,TN,Henderson,0,US
11889,2020-07-01,TN,Henry,7,US
11890,2020-07-01,TN,Hickman,0,US
11891,2020-07-01,TN,Houston,0,US
11892,2020-07-01,TN,Humphreys,66,US
11893,2020-07-01,TN,Jackson,1,US
11894,2020-07-01,TN,Jefferson,33,US
11895,2020-07-01,TN,Johnson,0,US
11896,2020-07-01,TN,Knox,478,US
11897,2020-07-01,TN,Lake,0,US
11898,2020-07-01,TN,Lauderdale,136,US
11899,2020-07-01,TN,Lawrence,184,US
11900,2020-07-01,TN,Lewis,7,US
11901,2020-07-01,TN,Lincoln,9,US
11902,2020-07-01,TN,Loudon,68,US
11903,2020-07-01,TN,Macon,238,US
11904,2020-07-01,TN,Madison,137,US
11905,2020-07-01,TN,Marion,124,US
11906,2020-07-01,TN,Marshall,54,US
11907,2020-07-01,TN,Maury,112,US
11908,2020-07-01,TN,McMinn,586,US
11909,2020-07-01,TN,McNairy,40,US
11910,2020-07-01,TN,Meigs,0,US
11911,2020-07-01,TN,Monroe,207,US
11912,2020-07-01,TN,Montgomery,248,US
11913,2020-07-01,TN,Moore,0,US
11914,2020-07-01,TN,Morgan,31,US
11915,2020-07-01,TN,Obion,91,US
11916,2020-07-01,TN,Overton,31,US
11917,2020-07-01,TN,Perry,0,US
11918,2020-07-01,TN,Pickett,15,US
11919,2020-07-01,TN,Polk,2,US
11920,2020-07-01,TN,Putnam,259,US
11921,2020-07-01,TN,Rhea,10,US
11922,2020-07-01,TN,Roane,7,US
11923,2020-07-01,TN,Robertson,423,US
11924,2020-07-01,TN,Rutherford,1274,US
11925,2020-07-01,TN,Scott,0,US
11926,2020-07-01,TN,Sequatchie,0,US
11927,2020-07-01,TN,Sevier,116,US
11928,2020-07-01,TN,Shelby,7283,US
11929,2020-07-01,TN,Smith,56,US
11930,2020-07-01,TN,Stewart,0,US
11931,2020-07-01,TN,Sullivan,142,US
11932,2020-07-01,TN,Sumner,1840,US
11933,2020-07-01,TN,Tipton,216,US
11934,2020-07-01,TN,Trousdale,171,US
11935,2020-07-01,TN,Unicoi,0,US
11936,2020-07-01,TN,Union,0,US
11937,2020-07-01,TN,Van Buren,0,US
11938,2020-07-01,TN,Warren,47,US
11939,2020-07-01,TN,Washington,8,US
11940,2020-07-01,TN,Wayne,8,US
11941,2020-07-01,TN,Weakley,37,US
11942,2020-07-01,TN,White,93,US
11943,2020-07-01,TN,Williamson,549,US
11944,2020-07-01,TN,Wilson,566,US
11945,2020-07-01,TX,Anderson,121,PR
11946,2020-07-01,TX,Andrews,78,PR
11947,2020-07-01,TX,Angelina,439,PR
11948,2020-07-01,TX,Aransas,47,PR
11949,2020-07-01,TX,Archer,0,PR
11950,2020-07-01,TX,Armstrong,0,PR
11951,2020-07-01,TX,Atascosa,120,PR
11952,2020-07-01,TX,Austin,24,PR
11953,2020-07-01,TX,Bailey,47,PR
11954,2020-07-01,TX,Bandera,7,PR
11955,2020-07-01,TX,Bastrop,340,PR
11956,2020-07-01,TX,Baylor,0,PR
11957,2020-07-01,TX,Bee,46,PR
11958,2020-07-01,TX,Bell,527,PR
11959,2020-07-01,TX,Bexar,7753,PR
11960,2020-07-01,TX,Blanco,37,PR
11961,2020-07-01,TX,Borden,0,PR
11962,2020-07-01,TX,Bosque,9,PR
11963,2020-07-01,TX,Bowie,535,PR
11964,2020-07-01,TX,Brazoria,1017,PR
11965,2020-07-01,TX,Brazos,1157,PR
11966,2020-07-01,TX,Brewster,36,PR
11967,2020-07-01,TX,Briscoe,22,PR
11968,2020-07-01,TX,Brooks,7,PR
11969,2020-07-01,TX,Brown,407,PR
11970,2020-07-01,TX,Burleson,24,PR
11971,2020-07-01,TX,Burnet,158,PR
11972,2020-07-01,TX,Caldwell,227,PR
11973,2020-07-01,TX,Calhoun,92,PR
11974,2020-07-01,TX,Callahan,67,PR
11975,2020-07-01,TX,Cameron,3835,PR
11976,2020-07-01,TX,Camp,68,PR
11977,2020-07-01,TX,Carson,0,PR
11978,2020-07-01,TX,Cass,94,PR
11979,2020-07-01,TX,Castro,37,PR
11980,2020-07-01,TX,Chambers,98,PR
11981,2020-07-01,TX,Cherokee,72,PR
11982,2020-07-01,TX,Childress,0,PR
11983,2020-07-01,TX,Clay,5,PR
11984,2020-07-01,TX,Cochran,0,PR
11985,2020-07-01,TX,Coke,31,PR
11986,2020-07-01,TX,Coleman,0,PR
11987,2020-07-01,TX,Collin,1838,PR
11988,2020-07-01,TX,Collingsworth,0,PR
11989,2020-07-01,TX,Colorado,9,PR
11990,2020-07-01,TX,Comal,941,PR
11991,2020-07-01,TX,Comanche,41,PR
11992,2020-07-01,TX,Concho,3,PR
11993,2020-07-01,TX,Cooke,13,PR
11994,2020-07-01,TX,Coryell,90,PR
11995,2020-07-01,TX,Cottle,36,PR
11996,2020-07-01,TX,Crane,256,PR
11997,2020-07-01,TX,Crockett,30,PR
11998,2020-07-01,TX,Crosby,56,PR
11999,2020-07-01,TX,Culberson,26,PR
12000,2020-07-01,TX,Dallam,54,PR
12001,2020-07-01,TX,Dallas,15241,PR
12002,2020-07-01,TX,Dawson,46,PR
12003,2020-07-01,TX,DeWitt,190,PR
12004,2020-07-01,TX,Deaf Smith,532,PR
12005,2020-07-01,TX,Delta,0,PR
12006,2020-07-01,TX,Denton,1407,PR
12007,2020-07-01,TX,Dickens,5,PR
12008,2020-07-01,TX,Dimmit,1,PR
12009,2020-07-01,TX,Donley,0,PR
12010,2020-07-01,TX,Duval,8,PR
12011,2020-07-01,TX,Eastland,5,PR
12012,2020-07-01,TX,Ector,670,PR
12013,2020-07-01,TX,Edwards,0,PR
